Annee,Score,Metascore,Genre,Revenu,Votes
1982,6.8,58,1,33,103768
2016,6,42,1,45.54,103698
2009,5.2,47,5,16.2,103680
2011,6.3,46,1,8.31,103636
2008,5.8,20,11,56.75,103538
1993,6.7,44,2,35.74,103516
1955,7.3,NA,3,93.6,103444
2014,6.8,46,7,50.47,103361
2013,6.5,61,11,27.7,103358
2013,5.9,35,1,26.63,103320
2005,6.5,71,13,57.89,103158
2007,7.9,88,7,9.44,103076
1950,8.3,98,7,0.01,102991
2013,7.7,86,2,17.65,102973
2001,7.7,88,2,13.62,102916
2013,6.9,61,6,2.32,102913
2008,7.7,86,3,15.09,102838
2014,6.5,31,5,46.29,102776
1987,7.8,62,7,22.24,102733
1995,6.1,49,5,100.33,102667
2013,6.2,42,1,17.62,102630
2009,6.6,49,7,0.4,102548
2007,6.4,56,5,33.3,102532
1982,7.7,67,1,78.91,102464
2010,6.5,55,11,39.12,102447
1963,7.5,85,1,24.8,102269
2014,6.5,47,7,45.09,102263
1978,7.6,79,5,0.2,102208
1993,6.8,58,7,158.35,102195
2002,7.4,51,6,0.75,102099
1941,7.3,98,3,1.6,102098
1968,7.9,88,11,0.09,101955
2006,6.5,48,6,65.33,101941
2013,7,64,7,0.79,101905
2005,7.1,44,7,6.3,101768
2014,6.5,57,6,26.31,101713
2016,6.3,59,7,55.12,101510
2008,6.8,55,1,26.42,101212
1991,7.7,69,5,6.15,101166
2013,6.7,51,6,51.87,101145
1980,6.5,22,11,39.75,101120
2008,5.8,57,1,101.7,101089
1998,6.5,61,11,40.06,101081
2006,6,65,1,63.45,101079
1978,8,71,11,5.1,100939
1979,7.6,76,4,43,100868
2014,8,71,1,2.63,100810
2003,6.7,66,5,124.73,100759
2001,6.4,52,2,56.62,100690
2005,6.6,44,1,34.64,100625
2001,6.2,49,11,37.9,100506
1983,7.6,NA,5,14.93,100491
2003,5.8,37,1,82.62,100449
2011,4.3,34,1,51.77,100418
2004,7.6,89,1,11.05,100316
1984,6.7,41,5,81.2,100310
2011,5.5,29,9,37.66,100302
2000,8.1,85,7,2.73,100295
2009,7.1,58,7,28.5,100272
2014,7.4,57,7,0.33,100227
2000,6.7,47,5,57.26,100130
2013,7.2,66,4,116.63,100053
1995,5.5,NA,1,34.69,100022
2012,6.7,59,2,6.62,99982
2013,6.3,42,5,36.92,99968
1988,6,53,5,111.94,99962
1997,7.1,59,3,58.41,99960
2007,7.4,56,7,24.34,99795
2018,7.3,87,7,44.07,99788
2007,6.1,47,9,58.27,99692
2010,7.3,66,2,2.7,99621
2009,7.4,58,5,7.99,99603
1999,6.9,42,5,58.22,99598
2006,7.9,64,2,2.28,99590
2013,5.8,39,2,68.56,99453
2003,7.6,31,6,19.59,99363
2007,7.4,67,5,8.58,99285
1973,7.6,57,3,32.06,99166
2006,7.5,75,7,5.46,99135
1998,6.5,52,6,29.75,99109
2018,6.3,61,1,139.38,99077
2017,5.7,34,1,50.7,98932
2000,5.6,27,5,60.79,98925
2009,6.1,36,1,31.81,98787
2000,7.2,56,4,48.82,98766
1995,6.6,65,1,67.82,98742
2006,6.6,74,3,64.67,98742
2016,7.8,84,3,48.02,98723
2004,3.3,27,1,40.2,98607
1996,5.6,62,5,128.81,98547
2003,6.1,32,11,15.42,98546
2016,9.4,NA,7,NA,98484
2007,7.1,69,4,66.66,98316
2003,5.8,38,11,59.69,98302
2006,7.1,73,3,5.5,98169
1999,6.3,54,1,87.7,98057
2009,7.3,79,7,47.4,98017
2017,7.4,76,4,21.12,98002
1999,5.7,33,1,66.89,97907
2016,7.5,72,1,2.13,97827
2016,7.3,48,1,52.85,97812
2005,6.5,47,7,47.81,97782
1948,8.3,99,2,5.01,97729
2014,5.5,39,1,23.22,97673
2013,5.7,37,6,0.78,97642
2002,6.7,66,5,32.54,97579
2014,5.1,36,5,38.54,97329
2014,7.2,44,5,0.01,97301
1997,6.4,36,1,54.93,97229
2005,5.2,34,1,28.03,97219
2009,7.6,77,7,9.17,97214
2007,7.5,38,7,31.66,97206
2015,6.2,55,5,65.21,97124
1989,7.5,57,7,64.43,97013
2016,6.6,58,1,38.56,96979
2007,8,92,4,5.99,96969
2003,7.2,62,7,2.53,96788
2011,5.8,35,1,20.38,96764
2016,5.7,58,5,55.29,96707
2005,6,33,7,65.23,96610
2003,6.3,43,1,53.79,96527
2010,5.5,27,5,148.38,96479
1989,6.9,44,2,40.49,96476
2006,8.2,NA,5,2.2,96460
1963,8.1,NA,7,0.05,96418
2002,6.4,26,5,21.01,96416
2013,6.8,63,6,11.33,96405
2007,2.3,17,2,39.74,96310
2012,7,60,1,NA,96206
2001,5.5,71,1,112.72,96190
1971,7.8,96,1,NA,96185
2017,7,78,5,27.78,96155
2010,5.8,43,7,61.98,96095
2001,6.9,52,5,50.29,95806
2013,6.5,40,1,19.78,95787
2002,6.1,42,5,93.35,95755
2008,2.7,NA,5,38.23,95728
2006,7.3,91,4,56.44,95718
1987,6.5,48,1,153.67,95697
2017,7.6,86,5,42.87,95679
1985,8.2,96,1,3.52,95648
2008,7.7,80,4,18.59,95643
2007,6.2,35,2,27.67,95609
2016,5.9,21,5,35.54,95471
2013,6.8,58,7,1.7,95382
2004,6.6,76,7,65.96,95368
2008,6.2,35,11,30.69,95313
2008,6.6,57,1,52.08,95258
2001,6.1,43,2,66.81,95220
2011,5.9,50,11,42.59,95124
2002,8,86,7,9.28,95118
2001,7.6,73,6,7.49,95087
2016,6.2,60,5,113.26,94991
2009,6.8,71,2,77.23,94956
2002,6.4,45,1,118.91,94831
2006,6.8,55,2,8.32,94694
1939,8.2,73,5,9.6,94649
2000,6.7,42,5,75.79,94619
2016,6.3,58,11,67.27,94571
1989,7.9,83,3,NA,94502
2015,7.2,95,7,12.71,94483
2003,8.1,82,1,0.01,94423
1996,6.1,56,1,101.3,94413
2010,6.3,32,1,13.79,94359
1976,7.6,62,11,4.27,94350
2005,6.2,47,5,32.62,94141
2008,6.7,50,4,26.81,93952
2012,6.5,55,1,17.14,93902
1998,7,60,7,83.9,93880
2011,6.4,54,4,30.02,93782
2006,6.9,53,4,15.23,93775
1991,6.9,65,5,86.93,93740
1973,7.8,87,4,29.8,93734
2013,6.7,52,3,107.52,93593
1992,7.5,68,5,52.93,93529
1980,7.3,48,5,39.85,93452
2013,6.7,34,7,71.35,93395
2017,8,66,7,132.42,93292
2011,6.2,56,5,13.1,93285
2001,6.4,49,1,59.07,93267
1998,7,44,7,55.49,93228
2006,7.3,77,2,5.49,93148
2009,5.2,39,1,20.82,93139
2005,7.4,72,1,2.06,93104
2002,6.2,45,5,127.22,93070
2006,6.7,61,7,59.95,92886
2006,7.4,41,1,6.86,92883
2011,6.4,64,5,18.3,92860
2008,7.6,NA,7,NA,92661
1979,8.1,NA,7,0.23,92583
2003,6.7,59,1,47.73,92535
1961,8.3,NA,1,NA,92535
1994,7,62,1,101.63,92523
1965,7,64,1,63.6,92485
2009,7,66,4,94.13,92468
2007,6.8,65,5,47.64,92438
2005,7,58,1,24.52,92422
2000,7.4,67,6,45.01,92303
2009,5.5,23,5,109.21,92122
2017,7.2,83,4,81.9,92052
2005,6.4,62,6,72.71,91908
1986,7.8,NA,6,7.15,91874
2004,6,44,5,40.23,91852
2004,6.2,56,5,39.8,91755
2010,6.2,59,7,52.47,91745
1998,6.7,25,4,135.03,91712
2011,5.5,31,2,21.6,91640
1988,7.3,52,1,13.01,91490
2003,6.2,58,1,60.48,91477
2009,5.5,24,5,58.72,91442
2011,6.6,75,1,1.02,91422
2011,6.9,46,2,31.85,91409
1992,6.5,56,5,58.42,91389
1992,6.9,64,1,83.29,91355
1995,7.3,46,4,2.42,91349
2013,7.8,49,6,0.09,91331
1998,6.1,35,7,37.02,91310
1995,5.8,58,1,70.45,91192
2010,5.7,53,11,84.75,91128
2006,7.6,90,7,31.57,91123
2015,6.1,42,5,150.36,91107
2012,6.5,39,7,60.46,91075
2015,6.6,42,5,13.65,91072
2014,6.2,41,1,134.94,91070
2015,6.6,59,1,26.44,91066
2005,6.7,47,5,48.32,91057
1995,7.3,66,1,91.4,91053
2009,6.9,NA,13,NA,91043
2011,6.4,76,4,5.7,90960
1967,7.9,81,1,NA,90955
1921,8.3,NA,5,5.45,90886
2006,6.4,65,4,15.96,90748
1997,7.2,75,5,45.95,90597
2010,6.5,44,1,23.24,90549
2009,6,30,11,27.69,90494
2007,8.1,33,1,0.01,90458
2000,8,61,6,4.18,90455
1988,7.3,47,1,57.27,90395
2016,5.4,25,1,31.15,90276
2013,5.3,48,6,16.97,90230
2013,7.1,56,5,0.03,90214
2005,7.2,79,5,13.74,90149
2004,7.8,75,2,16.76,90142
2006,5.6,50,1,60.67,90081
2013,4.3,18,5,8.83,90010
1997,4.4,NA,5,30.88,89998
2010,5.2,32,1,40.17,89853
1958,8.1,99,6,2.24,89813
2018,6.2,45,1,99.35,89747
2014,6.2,36,5,26.05,89711
2010,7.8,67,1,0.13,89710
2001,8.1,84,2,0.07,89426
2007,6.5,59,5,50.57,89413
1991,6.7,61,1,69.47,89384
2011,7.6,72,6,1.2,89337
1987,7,57,11,14.56,89329
2000,6,49,5,37.88,89326
2012,7.2,67,5,2.54,89231
2000,5.3,38,5,39.46,89196
2015,8.2,NA,1,6.74,89173
2010,5.9,56,5,73.03,89055
1995,7.7,84,7,43.18,89044
2016,5.7,33,1,66.18,88999
2005,7.5,80,4,31.5,88978
2007,7.5,61,7,19.66,88965
1951,8,96,7,8,88942
1984,7.1,61,5,23.69,88940
2008,6.6,39,1,24.85,88930
2011,5.2,36,1,21.3,88904
2001,7.1,48,5,18.49,88721
2007,7.3,84,6,7.08,88705
1959,8.1,NA,6,NA,88597
2011,5.4,44,1,10.71,88502
2001,6.9,52,3,84.05,88492
1972,7.7,82,2,NA,88426
2001,5.7,32,5,38.25,88398
1996,5.7,49,2,136.19,88274
2012,6.1,48,1,14.33,88268
2008,5.6,26,1,22.53,88268
1952,8,89,1,9.45,88248
2010,6.1,52,5,27.76,88211
2016,7.2,66,4,12.79,88181
1976,8,80,4,70.6,88113
1995,6.7,NA,5,4.3,87951
1980,6.8,87,1,108.19,87893
2015,6.7,66,3,123.09,87836
2007,6.2,54,6,19.36,87777
2000,6.3,40,11,61.33,87745
1990,7.5,62,7,26.12,87621
2006,5.6,36,7,42.29,87600
2010,8,50,7,4.02,87594
2012,6.4,46,3,214.03,87588
1989,7.2,75,4,70,87568
1969,7.9,79,7,44.79,87529
2017,7.2,67,7,2.4,87462
2014,7.3,64,5,44.13,87448
1995,7.3,54,5,27.47,87296
2009,6.8,55,3,137.86,87114
2004,6.9,68,7,0.42,87045
1982,7.4,87,5,177.2,86932
2013,5.9,44,4,16.12,86888
2014,6.2,47,2,113.75,86816
2016,5.2,33,1,34.91,86768
1977,7.1,55,1,46.8,86654
1992,7.8,80,6,10.73,86646
2013,7.6,77,4,37.71,86633
2017,6,44,1,85.07,86611
1977,7.4,87,11,7,86597
1997,6.4,52,2,45.32,86585
1994,6.5,63,5,51.13,86567
1998,6.5,47,1,57.17,86564
2009,7.9,90,6,2.08,86501
2009,5.6,34,11,65,86490
1999,7.4,75,7,57.55,86411
2002,7.1,60,3,38.18,86401
2012,7,74,3,35.29,86312
2015,6.7,44,3,169.7,86281
2017,7.5,71,4,28.78,86277
1973,7.7,83,1,25,86227
2009,5.2,30,11,66.48,86226
2001,6.8,65,4,58.2,86208
1957,8.4,NA,6,8.18,86187
2012,6.2,62,5,28.84,86096
2009,5.7,66,7,17,86085
2006,6.6,68,3,73.66,86009
2010,6.5,56,7,32.75,85980
1970,8,91,4,61.7,85958
1989,6.4,41,1,63.41,85897
2006,7.6,84,5,12.9,85789
2001,7.7,60,7,0.14,85784
1989,7.4,81,7,106.59,85763
2009,6.6,65,4,2.04,85726
2004,6.5,60,1,32,85716
1969,7.4,86,2,41.73,85657
1999,6.8,68,11,2.84,85628
2012,5.9,NA,1,NA,85592
2011,6.1,49,1,37.05,85586
2017,6.3,50,3,175,85553
2010,6.3,61,6,35.61,85541
2005,6.2,71,11,20.7,85536
1925,8.2,NA,2,5.45,85441
2009,6.9,NA,9,NA,85439
2009,6.5,52,1,25.45,85426
1967,6.9,61,1,43.08,85369
1999,7.6,86,4,11.53,85322
2011,6.4,45,1,36.67,85297
1997,6.7,49,1,75.98,85178
1992,7.5,54,5,0.24,85006
2016,7,64,2,4.21,85002
1973,6.8,55,1,35.38,84987
2008,6.4,52,5,11.17,84865
1974,7.9,86,7,4.42,84839
1996,6.4,NA,1,51.37,84810
2005,6,41,1,68.67,84792
1997,4.7,37,1,65.89,84630
2003,5.8,46,5,138.61,84610
1961,7.6,86,6,43.66,84440
1999,7.6,74,4,50.67,84412
2016,6.2,39,5,60.27,84367
2013,6.5,54,5,102,84354
1998,6.1,NA,1,54.68,84345
2003,5.5,48,1,31.19,84343
2015,6.3,56,5,32,84342
2012,7,72,3,56,84328
2005,6.9,53,6,17.04,84294
2006,7.5,69,7,8.06,84274
2002,5.5,28,11,30.11,84263
2008,5.9,47,7,20.98,84234
1998,5.4,46,5,144.16,84227
2015,6.1,34,2,58.88,84208
1991,7,52,1,59.51,84200
1999,5.5,39,5,152.26,84161
1996,6,61,1,70.77,84118
2010,6.6,50,2,53.03,84115
1983,6.6,63,1,67.9,84078
2011,5.8,59,11,104.01,84053
2001,5.9,25,1,43.91,84027
2003,7.1,61,6,49.44,83989
1974,6.8,43,1,20.97,83871
1971,6.7,59,1,43.82,83871
2002,5,35,2,153.29,83840
2011,5.4,28,1,24.83,83798
2009,4.9,34,2,43.34,83777
2010,7.6,67,1,0.21,83776
2013,7.2,65,11,0.07,83735
2003,6.3,71,5,35.33,83709
2011,7.3,62,5,46.41,83705
2011,6,38,7,33.05,83699
2010,5.2,35,6,63.08,83637
2011,7,66,7,1.32,83588
1998,7.5,75,4,30.08,83519
2015,6.6,55,3,177.4,83487
2009,5.6,47,7,15.05,83449
1986,6.5,62,2,174.64,83440
1989,6.6,58,1,34.67,83409
1983,7.4,55,2,61.4,83267
2003,5.5,35,7,33.72,83245
2009,7.4,51,7,49.2,83184
2005,5.4,44,11,76.23,83145
2003,6.8,48,3,85.34,83130
2010,6.4,63,7,0.24,83065
2005,5.9,47,1,46.46,83055
2010,6.5,33,5,25.92,83032
2010,6.6,55,6,43.31,83023
2016,6.5,55,6,41.01,82984
1979,7.7,65,1,22.49,82912
1946,8,NA,7,10.46,82862
2002,5.5,29,5,35.08,82719
2015,7,79,11,3.22,82704
2016,6.1,35,1,48.39,82651
2008,6.7,64,5,31.49,82644
2009,7.2,66,6,9.08,82518
2010,4.4,26,1,21.37,82504
1993,7.2,74,1,102.31,82487
1982,7.2,67,5,27.09,82451
2010,7.2,81,5,5.79,82347
2012,7.9,94,7,6.74,82346
1966,8.1,NA,7,NA,82336
2005,6.5,25,1,0.08,82305
2015,6,34,1,27.37,82269
2012,6.6,63,7,12.82,82245
2005,6.8,30,5,16.12,82045
2017,6.3,49,3,264.62,81960
1987,7.8,76,4,43.98,81956
2006,7,85,1,2.2,81907
2006,6.9,53,1,55.01,81703
1934,8.1,87,5,NA,81688
1993,6.9,60,2,68.86,81636
1992,7.2,67,5,107.53,81548
1995,7.7,62,7,1.04,81471
1995,6.7,67,5,81.06,81448
1999,7.3,83,5,14.88,81439
2010,6.4,44,1,23.58,81415
1981,6.8,54,1,62.3,81338
2011,7.1,75,2,88.63,81196
1973,7.3,96,6,3.13,81154
1983,7.1,77,15,79.57,81062
2010,5.6,24,11,45.71,81006
2005,6.2,67,1,29.26,80999
2008,1.9,15,5,14.19,80971
2011,7.4,85,7,1.73,80926
1995,7.5,80,6,39.39,80913
2007,6.5,44,6,1.29,80889
2018,8.3,88,7,154.53,80819
1990,6.3,NA,5,41.48,80788
2016,7.9,81,2,5.2,80737
1997,7.4,76,1,28.01,80569
2012,6.4,40,1,45.29,80484
2006,7,47,5,7.46,80452
2017,6.5,62,11,102.09,80414
2012,5.8,41,1,103.86,80331
2010,5.6,31,1,44.88,80302
2010,5.4,21,1,47.06,80204
2012,5.6,31,5,36.93,80175
2008,6.1,33,5,110.1,80153
1957,8.2,NA,7,NA,80104
2007,5.6,19,5,34.93,80052
2016,7.2,79,7,57.64,79950
1996,8,84,7,24.48,79920
1996,7.3,79,4,20.19,79907
1940,7.8,NA,3,76.41,79881
1999,6.8,72,6,69.3,79878
1962,7.6,NA,6,9.25,79871
2005,4.7,34,1,24.41,79849
2010,5.5,53,5,25,79817
2007,8.1,90,3,4.44,79797
2016,7.2,79,2,7.08,79792
1996,5.5,NA,5,60.57,79738
2014,6.7,76,13,0.32,79641
2009,7.2,55,1,1.82,79510
2011,6.4,60,5,24.81,79492
2014,6.7,81,5,8.11,79453
1979,6.3,66,1,70.31,79371
2008,6,36,6,40.08,79357
2007,6.3,36,1,22.47,79309
2014,6.2,40,1,30.7,79272
2010,7.1,NA,7,NA,79030
1994,6.4,57,5,144.83,79006
2006,7.2,85,7,2.69,78991
1994,6.9,74,1,122.19,78912
1981,7.6,60,5,30.57,78887
2000,6,52,5,68.38,78779
2008,6.6,62,2,71.2,78756
2007,5.8,46,5,36.79,78664
1970,7.1,66,3,55.68,78653
1999,7.9,87,7,8.26,78646
2003,7.2,70,6,1.23,78601
2012,6.4,44,6,16.01,78565
2008,6.5,49,2,8.4,78563
2007,5.5,46,11,17.61,78515
2011,6.8,64,5,4.17,78510
1960,7.8,NA,1,4.91,78509
2007,6.9,59,6,28.56,78478
2006,7.2,54,5,0.02,78410
1922,8,NA,9,NA,78393
1940,8.1,95,7,0.06,78390
2009,6.6,57,5,112.74,78389
2010,7.5,58,7,5.1,78389
2015,5.7,28,1,22.47,78289
2001,6.7,27,7,25.29,78283
1987,6.7,60,1,51.19,78270
1998,7,85,6,37.56,78204
2015,6.1,52,11,52.22,78155
2016,7.4,77,5,14.26,78059
2016,6.2,44,1,6.86,78034
2011,7,65,4,14.6,77961
2013,6.2,52,7,19.45,77955
2000,7.3,62,7,51.8,77891
1999,7.5,67,1,3.31,77865
2010,7.3,76,5,0.47,77848
1985,6.3,40,1,50.33,77767
2012,6.3,54,5,16.69,77726
2005,5.6,30,1,113.09,77700
2011,6,53,5,68.22,77699
2013,7.3,79,5,1.88,77675
2012,5.6,46,2,64.94,77667
2011,5.8,67,1,18.94,77601
2004,6.1,64,1,37.76,77598
2018,8,82,3,32.02,77551
2002,7.1,67,4,16,77549
2015,6.5,34,1,12.28,77540
2013,7.2,58,7,37.74,77516
2013,6.4,59,3,119.79,77474
2007,6.9,61,3,97.82,77443
2009,7.3,83,7,39.46,77393
1997,6.9,64,6,44.89,77389
2009,6.6,42,11,32.72,77331
2005,6.7,69,4,12.71,77328
2014,7.2,77,2,76.27,77231
2001,7.1,69,7,31.25,77193
1964,7.9,NA,7,72,77193
1993,6.8,NA,5,39.51,77166
2012,7.3,49,5,0.08,77136
1984,7.6,81,6,2.15,77118
2007,6.2,34,11,16.81,77083
2001,6.4,49,3,32.13,77045
2004,5.8,49,1,24.01,77018
2000,7.5,54,5,3.43,76964
2002,6.2,NA,5,NA,76773
2011,6.5,66,11,18.47,76766
1963,7.2,61,3,22.18,76678
2005,5.9,35,7,51.1,76675
1995,6.4,49,1,18.64,76571
1994,8.1,NA,7,4.04,76516
1990,6.8,51,1,135.27,76463
2002,5.1,45,5,94.01,76380
2002,5.9,37,5,32.12,76376
1989,6.6,38,11,57.47,76374
1998,7.6,60,6,0.05,76374
2012,7.3,86,2,12.8,76258
1992,6.3,51,5,139.61,76246
2018,6.3,51,1,58.03,76180
1993,6.6,NA,1,38.91,76108
2013,5.6,66,4,5.84,76104
1999,5.9,51,5,63.37,76022
2017,4.6,33,7,114.38,75990
1988,7.8,65,6,34.6,75898
1985,7.4,76,6,68.71,75897
1992,6,35,1,36.3,75787
2006,6.1,49,3,85.11,75708
2002,7,63,5,4.06,75578
1991,7.2,62,4,35.18,75541
2009,5.8,34,5,55.25,75536
2011,6.2,NA,1,NA,75511
2011,5.5,30,3,142.61,75476
2013,7.5,62,4,95,75463
2007,7.6,66,4,10.3,75446
1999,6,60,5,55.47,75443
2006,4.4,18,1,18.5,75414
2016,6,55,1,79,75404
1999,7.2,65,6,24.36,75371
1997,5.2,37,5,92.98,75357
2005,5.8,48,3,135.39,75351
2017,7,73,7,2.29,75117
2014,7.5,89,4,52.08,75086
2017,7.6,60,7,24.8,75001
1996,7.1,NA,5,16.76,74971
2013,6.5,51,1,42.93,74875
2013,6.7,60,7,0.33,74845
1993,8,85,7,1.32,74758
2017,6.9,47,1,NA,74684
2006,6.7,48,5,10.53,74652
2015,7.2,72,5,17.47,74630
2008,6.3,50,7,58.02,74628
1989,7.4,85,5,20.78,74534
2003,6.8,70,7,4.6,74533
2010,5.7,50,7,80.57,74519
1988,7.3,72,5,1.11,74478
2011,5.7,22,5,54.54,74342
2018,5.7,44,1,59.19,74278
2000,5.1,33,1,117.56,74230
2016,6.2,34,2,77.04,74204
2015,7.1,55,4,34.53,74081
2006,5.8,41,5,41.01,74046
2015,6.7,51,1,9.25,74005
2015,6.1,50,1,14.43,73968
2016,6,40,1,82.05,73966
2006,5.7,52,5,80.2,73868
2014,7,62,4,14.48,73846
1955,7.8,87,7,NA,73796
1981,7.3,65,3,63.46,73793
2006,5.6,46,5,75.63,73746
2017,5.2,42,1,44.9,73717
2005,6.6,61,5,12.48,73673
2006,5.6,38,2,82.23,73635
2018,5.6,37,11,NA,73591
2002,6.2,65,7,14.97,73588
1992,7.2,28,7,4.16,73570
2010,8.1,71,1,0.1,73546
2014,5.1,30,1,19.08,73484
1991,7.7,66,5,1.79,73474
1988,6.6,58,11,33.24,73454
2017,7,55,1,34.39,73397
2007,7.6,61,7,15.8,73373
2011,7.3,78,5,5.36,73351
2015,7,49,5,1.98,73340
1992,7.7,72,4,48.17,73313
1988,7,38,5,60.33,73311
1984,6.9,63,1,76.57,73295
1997,7.1,73,5,43.02,73207
2017,7.5,90,7,21.02,73201
1990,5.8,42,1,45.68,73192
1955,8,99,6,NA,73188
2008,5.8,47,5,33.47,73097
1989,7,51,5,66.76,73066
1990,6.6,55,7,61.49,73000
2006,6,66,7,70.28,72967
1999,7.8,71,4,32.48,72903
2016,6.8,23,7,30.98,72718
2006,7,33,5,6.09,72647
2010,7.7,45,5,1.75,72612
2011,7.4,76,7,11.24,72591
2004,6.7,54,1,67.29,72579
2004,6.2,38,6,32.68,72575
1999,8,86,4,6.2,72548
1979,6.4,48,2,82.26,72511
2004,5.9,25,5,51.44,72508
1973,7.5,97,5,115,72491
2001,5.6,30,11,41.87,72406
2004,6.4,48,5,42.04,72361
2007,6.8,NA,5,NA,72343
2001,6.4,44,5,47.12,72328
1990,7.2,52,5,14.56,72292
2010,7,53,3,55.68,72271
2002,7.4,61,4,25.89,72248
2010,6.4,62,1,0.12,72179
1983,7.3,60,11,2.12,72021
1933,7.9,90,2,10,72017
2000,6.9,51,3,50.86,71977
1998,8.1,82,7,1.65,71950
2011,6.3,71,5,16.31,71929
1946,8,NA,6,NA,71847
2008,5.5,55,5,48.24,71826
2004,8.3,NA,7,1.22,71810
2013,6.4,58,3,83.03,71773
2017,1.8,NA,4,NA,71700
2001,7.3,90,5,41.31,71624
2008,7.1,NA,11,NA,71623
2002,6.7,63,7,52.8,71606
2013,7.2,61,2,1.29,71562
1991,7.6,61,5,41.9,71475
1993,7.6,89,7,40.16,71442
1998,6.5,50,6,67.64,71435
2008,7.5,58,6,0.04,71399
2010,5.9,33,7,62.95,71377
2004,8,74,4,2.09,71365
1983,6.8,75,5,63.5,71352
1997,5.9,43,1,67.13,71300
2000,2.4,NA,1,21.47,71272
2005,5.1,33,2,80.27,71272
2011,6.8,44,5,0.04,71206
1956,8,NA,6,NA,71141
1989,7.9,91,5,27.55,71120
1988,5.9,12,5,78.22,71100
1994,7.3,53,5,2.87,71058
2000,6.6,62,1,77.09,71045
2011,5.6,40,7,27.87,71038
1987,7.3,61,11,17.19,71024
2002,5.4,30,1,50.55,70995
1956,8,NA,2,NA,70985
2016,6,51,2,46.01,70977
1988,7.4,66,3,48.09,70897
2016,6.1,51,5,46.81,70860
1989,5.8,51,5,140.09,70816
2011,5.1,25,1,28.09,70807
1995,6.3,NA,1,30.31,70772
1951,7.8,NA,7,NA,70735
2015,7.4,54,4,15.79,70694
2007,5.9,17,6,16.93,70551
2017,5.3,21,1,33.7,70497
2016,7.4,69,1,31.89,70463
2008,6.9,62,4,13.82,70406
2013,6.2,49,6,19.7,70362
1986,7.3,71,2,109.71,70286
1996,7,72,5,124.06,70227
2014,6.7,53,3,83.35,70220
2016,8,79,5,3.24,70196
1996,6.9,43,5,24.94,70173
2005,6.2,62,2,63.95,70143
1984,8.1,NA,7,2.18,70110
1969,8,NA,1,NA,70073
1998,6,52,6,55.59,70018
2007,5.9,45,15,15.07,69985
2016,5.6,49,1,26.83,69971
2009,6.4,43,7,28.57,69928
2005,6.3,54,1,19.98,69850
1990,5.9,60,1,82.67,69825
2015,7.3,73,7,18.7,69817
2006,7.4,73,6,17.51,69814
2002,6.5,52,7,35.75,69812
2015,6.6,38,5,32.36,69763
2009,6.6,69,6,1.7,69758
2013,8,82,7,1.01,69737
2003,8.1,85,7,2.38,69734
2015,6.5,56,5,34.02,69710
1998,7,NA,1,0.27,69657
1985,6.6,46,5,23.83,69633
2016,6.6,67,11,NA,69580
2015,6.4,47,7,22.33,69554
1996,6.4,41,7,104.64,69523
2009,6.5,63,5,15.28,69523
2004,5,27,3,75.37,69504
1985,7.8,78,7,98.47,69497
1993,6.2,60,5,48.2,69487
1996,7.3,71,5,4.51,69415
2009,5.9,38,5,44.28,69415
2001,7.3,64,6,13.1,69390
1984,5.9,53,1,31.04,69385
2013,7.8,86,7,2.85,69370
2014,6.3,49,3,131.54,69317
1995,6.9,82,5,72.08,69304
2003,6.5,45,7,63.86,69297
2010,6.8,50,1,0.32,69155
1969,6.8,61,1,22.8,69128
1995,7.1,46,2,32.7,69126
1961,8,NA,7,NA,69120
2009,6.2,25,11,13.25,69083
2011,3.3,23,5,74.16,68980
2008,7.5,67,5,3.08,68958
2001,5.3,33,5,60.4,68943
2013,6.4,44,5,30.66,68917
1992,6.5,58,1,83.36,68859
2010,6.4,47,7,39.44,68802
2005,6.9,41,7,3.63,68788
2012,7.5,64,7,7.44,68779
2002,5.6,56,11,21.16,68763
2013,6.9,87,1,6.26,68761
2005,5.9,45,1,18.47,68735
2009,5.9,34,13,25.46,68689
2016,8.1,84,7,2.01,68603
1993,7.8,NA,5,32.42,68572
2007,6.5,33,6,14.38,68506
1926,8.2,NA,1,NA,68464
2012,5.9,47,5,38.52,68455
1994,5.5,16,1,42.61,68450
2012,7.1,37,7,11.49,68438
2004,7,66,3,85.42,68390
2012,5.4,31,1,44.81,68274
2006,6.5,69,5,7.77,68270
1994,6.6,55,1,75.67,68270
1999,7,67,11,21.13,68255
1982,8,NA,3,22.24,68232
2015,6.3,60,2,80.08,68156
1994,4.8,38,5,130.51,68129
2014,7,75,5,0.64,68061
2016,8.1,NA,6,NA,68036
2016,6.2,51,11,1.33,67989
2008,6.3,40,1,0.16,67984
2005,7.4,82,5,7.36,67977
2006,7.7,70,1,24.63,67941
2008,6.8,65,11,0.01,67894
2003,7,71,2,67.41,67893
2013,6.5,46,6,0.16,67885
2007,6.7,43,5,13.92,67868
2007,5.9,29,7,47.85,67827
2012,5.6,53,5,17.23,67823
2013,5.6,41,1,8.01,67818
2003,6.1,31,11,12.63,67778
1993,6.6,50,6,100.77,67641
2017,6.5,57,11,55.68,67571
1995,5.8,49,1,60.07,67570
1999,6.3,46,1,68.52,67498
2008,6,51,1,10.96,67460
2011,7.7,52,7,0.07,67407
1997,5.9,62,1,48.17,67404
1997,3.8,23,1,48.61,67353
2006,5.6,49,6,22.52,67352
