Annee,Score,Metascore,Genre,Revenu,Votes
2006,7,52,7,9.4,57309
2009,2.6,45,1,9.35,64143
2002,8,86,7,9.28,95118
2015,6.7,51,1,9.25,74005
2011,6.8,75,4,9.2,52568
2009,7,79,5,9.19,117418
2009,7.6,77,7,9.17,97214
1993,7.8,73,7,9.17,192291
2009,7.2,66,6,9.08,82518
2011,6.8,58,5,9.03,57598
2008,7.8,55,7,9.03,161982
1994,7.2,53,9,8.95,51345
2009,7.1,47,2,8.86,55067
2013,4.3,18,5,8.83,90010
1952,8.3,99,5,8.82,187723
1979,7,73,1,8.75,172022
2015,7.1,82,5,8.7,161565
1986,7.2,75,6,8.62,57669
2016,6.6,78,2,8.58,61528
2007,7.4,67,5,8.58,99285
1986,7.8,76,7,8.55,156907
1984,7.2,67,7,8.4,58078
2008,6.5,49,2,8.4,78563
2006,6.8,55,2,8.32,94694
2011,6.3,46,1,8.31,103636
1999,7.9,87,7,8.26,78646
2013,7.9,94,7,8.11,118057
2014,6.7,81,5,8.11,79453
2016,6.4,47,7,8.11,65326
2006,7.5,69,7,8.06,84274
2017,7.2,88,5,8.04,49486
2013,5.6,41,1,8.01,67818
1951,8,96,7,8,88942
1993,7.7,78,5,7.99,142854
2009,7.4,58,5,7.99,99603
2008,6,30,1,7.95,55486
2008,6.5,58,2,7.87,58580
2015,7.5,60,4,7.86,66458
1997,7.5,72,7,7.84,49980
2014,5.5,31,1,7.79,48048
2006,6.5,69,5,7.77,68270
2008,7.9,67,5,7.76,351719
2009,6.4,29,11,7.71,50927
2009,6.8,65,2,7.69,136311
1951,8,88,6,7.63,111010
2015,5.5,27,1,7.61,58585
2002,8.6,79,6,7.56,621575
1995,6.2,46,5,7.56,60146
2001,7.6,73,6,7.49,95087
2006,7,47,5,7.46,80452
2012,7.5,64,7,7.44,68779
1995,7,63,7,7.42,66028
2005,7.4,82,5,7.36,67977
1946,8.6,89,7,7.27,337782
1998,7.7,77,6,7.27,175709
2001,8,83,7,7.22,281504
2007,7.5,74,7,7.16,134497
2011,8.3,95,6,7.1,187381
2007,7.3,84,6,7.08,88705
2016,7.2,79,2,7.08,79792
2000,7.3,70,4,7.06,48294
1977,7.4,87,11,7,86597
2000,7.3,79,6,6.95,48843
1998,6.6,38,5,6.94,52391
2010,8.2,80,7,6.86,115993
2016,6.2,44,1,6.86,78034
2006,7.4,41,1,6.86,92883
2013,7.1,82,5,6.85,129068
2007,7.2,65,6,6.78,64832
2012,7.9,94,7,6.74,82346
2015,7.8,74,5,6.74,108202
1998,8.5,62,6,6.72,917322
2012,6.7,59,2,6.62,99982
2010,7.2,90,7,6.53,124309
2009,8.4,67,5,6.53,284324
2009,8.2,80,7,6.39,165972
1979,7.2,61,7,6.39,163554
2010,7.1,63,5,6.35,122764
2005,7.1,44,7,6.3,101768
2013,6.9,87,1,6.26,68761
2001,7.4,88,5,6.22,105091
1999,8,86,4,6.2,72548
2004,7.7,76,7,6.17,67258
1991,7.7,69,5,6.15,101166
2014,6.6,52,5,6.11,279106
1966,8.9,90,17,6.1,596164
2006,7,33,5,6.09,72647
2012,6.8,55,4,6.01,66900
2007,6.6,48,5,6,62645
2007,8,92,4,5.99,96969
2007,7.3,70,5,5.97,128251
1987,7.8,69,5,5.92,131313
2017,7.6,92,7,5.9,61451
1986,7.2,24,1,5.9,110069
1994,7.9,70,4,5.89,154490
2016,7.9,72,5,5.88,147953
2013,5.6,66,4,5.84,76104
1985,7.2,60,11,5.8,56337
2004,8.1,90,7,5.79,199748
2010,7.2,81,5,5.79,82347
2003,7.7,81,5,5.74,62929
2014,7,79,6,5.74,57670
1944,8.3,95,6,5.72,121557
2011,6.4,76,4,5.7,90960
2008,7.3,53,1,5.69,215112
1995,8.1,77,7,5.54,228608
2004,8.2,82,4,5.51,294286
2006,7.1,73,3,5.5,98169
2006,7.3,77,2,5.49,93148
2006,7.5,75,7,5.46,99135
2000,8.1,83,7,5.38,201732
2011,7.3,78,5,5.36,73351
2011,7.1,76,7,5.35,104176
1968,8.5,80,17,5.32,260576
2009,7.2,45,5,5.31,65784
2013,7.8,83,3,5.21,57918
2004,7.5,81,6,5.21,50212
2016,7.9,81,2,5.2,80737
2009,7.3,60,6,5.19,60478
2005,7.8,68,4,5.13,48105
1978,8,71,11,5.1,100939
2010,7.5,58,7,5.1,78389
1990,7.8,66,6,5.08,115214
2016,8.4,79,3,5.02,111881
1990,7.4,56,1,5.02,61328
1948,8.3,99,2,5.01,97729
2009,7.9,67,7,5.01,302851
1999,7.2,76,7,4.86,131130
2006,7.3,66,5,4.86,66966
2004,8.2,80,3,4.71,269597
2006,7.3,70,5,4.66,65087
2007,7,73,6,4.6,54177
2003,6.8,70,7,4.6,74533
2013,7.1,84,1,4.56,226166
2003,7.2,69,1,4.56,66214
1996,7.3,71,5,4.51,69415
2004,6.4,33,6,4.48,54111
2007,8.1,90,3,4.44,79797
1974,7.9,86,7,4.42,84839
2006,7.8,71,7,4.4,66797
1957,8.9,96,6,4.36,563791
2005,6.7,53,7,4.28,56115
1976,7.6,62,11,4.27,94350
2005,7.6,72,1,4.24,198118
2011,6.5,60,5,4.24,59382
2016,7,64,2,4.21,85002
2014,7.1,50,7,4.19,64899
2000,8,61,6,4.18,90455
2011,6.8,64,5,4.17,78510
1992,7.2,28,7,4.16,73570
2011,7.6,73,1,4.11,170173
2012,7.4,82,5,4.06,57321
2003,7.7,68,5,4.06,126602
2002,7,63,5,4.06,75578
1996,7.9,76,7,4.04,55307
2015,6.6,53,5,4.03,48005
2007,7,73,4,4.02,52922
2010,8,50,7,4.02,87594
2012,7,72,5,4.01,110072
2011,7.2,72,7,4,167007
1971,7.8,67,8,4,153474
2007,7,54,5,3.95,59944
2007,7.5,68,4,3.9,153234
1998,8.2,66,5,3.9,478907
1997,7.6,52,13,3.8,114531
2015,7.3,88,3,3.76,55179
2016,7.5,76,3,3.73,65578
2016,6.6,76,1,3.71,65793
2007,7.3,64,2,3.68,214671
2003,6.8,42,11,3.68,61382
2000,8.3,68,7,3.64,676482
2004,7.9,56,7,3.64,50784
2005,7.3,83,7,3.63,64355
2005,6.9,41,7,3.63,68788
2014,7.4,77,7,3.59,50762
1985,8.2,96,1,3.52,95648
2013,6.8,59,5,3.45,62730
2000,7.5,54,5,3.43,76964
2011,6.7,68,7,3.41,54565
2005,6.9,56,1,3.34,59134
2014,7.6,76,5,3.33,114091
2012,7.1,67,5,3.33,58036
1999,7.5,67,1,3.31,77865
2012,6.5,41,5,3.3,49657
2016,8,79,5,3.24,70196
2015,7,79,11,3.22,82704
1998,7.4,72,7,3.22,157788
1987,8.1,79,7,3.21,55203
2011,7.6,70,7,3.19,119357
1994,7.8,70,5,3.15,197574
1973,7.3,96,6,3.13,81154
2014,8.1,77,5,3.11,141532
2008,7.5,67,5,3.08,68958
2009,6.3,48,7,3.07,63538
2008,6.6,45,7,3.07,64724
2011,7.1,80,7,3.03,148202
2014,6.3,41,7,2.96,61694
2001,7.8,82,3,2.89,55748
1994,7.3,67,6,2.88,51409
1994,7.3,53,5,2.87,71058
2013,7.8,86,7,2.85,69370
1999,6.8,68,11,2.84,85628
1992,8.3,79,6,2.83,791309
1998,7.8,81,5,2.81,61350
2008,6.4,35,4,2.78,64859
2000,8.1,85,7,2.73,100295
2010,7.3,66,2,2.7,99621
2015,7.3,64,5,2.7,61661
2006,7.2,85,7,2.69,78991
2014,8,71,1,2.63,100810
2013,6.3,78,7,2.61,108217
2011,7.2,61,5,2.55,108721
2012,7.2,67,5,2.54,89231
2003,7.2,62,7,2.53,96788
2017,6.9,84,6,2.52,50336
1982,7.8,73,5,2.5,64594
2010,7.2,69,7,2.43,127032
1995,7.3,46,4,2.42,91349
1981,7.5,70,11,2.4,164457
2017,7.2,67,7,2.4,87462
2003,8.1,85,7,2.38,69734
2009,7.5,83,5,2.38,49787
1997,8.4,76,3,2.38,280623
2004,7.4,73,6,2.34,148407
2006,6.4,45,5,2.34,132891
2013,6.9,61,6,2.32,102913
2017,7,73,7,2.29,75117
2008,8,91,3,2.28,51234
2006,7.9,64,2,2.28,99590
1958,8.1,99,6,2.24,89813
2009,7.8,82,7,2.22,61125
2006,7.5,56,6,2.22,213322
2013,7.8,88,7,2.2,118778
2006,7,85,1,2.2,81907
2013,5.8,49,1,2.19,60597
1984,7.6,81,6,2.15,77118
2016,7.4,90,5,2.14,50194
2016,7.5,72,1,2.13,97827
2008,7.9,82,7,2.12,191189
1983,7.3,60,11,2.12,72021
1995,7.2,41,5,2.12,106934
2004,8,74,4,2.09,71365
2009,7.9,90,6,2.08,86501
2012,7.5,73,7,2.06,57291
2005,7.4,72,1,2.06,93104
1992,6.9,73,1,2.04,57583
2009,6.6,65,4,2.04,85726
1991,7.8,68,5,2.02,48129
2016,8.1,84,7,2.01,68603
2011,6.7,62,6,1.99,66401
2015,7,49,5,1.98,73340
2003,7.1,65,5,1.97,53577
2012,6.9,60,4,1.94,63723
2013,7.3,79,5,1.88,77675
2015,7,55,4,1.87,131134
2009,7.2,55,1,1.82,79510
1991,7.7,66,5,1.79,73474
2003,8,54,5,1.79,55557
2010,7.7,45,5,1.75,72612
2011,7.5,68,7,1.74,118499
2011,7.4,85,7,1.73,80926
2005,7.5,58,5,1.71,54193
2009,6.6,69,6,1.7,69758
2013,6.8,58,7,1.7,95382
1998,8.1,82,7,1.65,71950
1941,7.3,98,3,1.6,102098
2003,8,60,6,1.53,122043
1995,7.6,73,9,1.51,60538
2004,6.5,58,1,1.49,49992
2001,8.1,88,7,1.48,678546
1994,7.7,88,5,1.46,53268
2011,6.6,36,7,1.43,52426
2013,7.1,81,7,1.36,115419
2011,7.1,52,4,1.36,57604
2016,6.2,51,11,1.33,67989
1993,8,85,7,1.32,74758
2011,7,66,7,1.32,83588
2013,7.2,61,2,1.29,71562
2007,6.5,44,6,1.29,80889
1927,8.3,98,7,1.24,137119
1975,8.3,93,2,1.23,444846
2003,7.2,70,6,1.23,78601
2015,6.5,41,6,1.21,56416
2011,7.6,72,6,1.2,89337
2004,7.2,70,1,1.2,61454
2002,7.5,33,1,1.2,289560
2007,7.9,97,7,1.19,50743
1988,7.3,72,5,1.11,74478
2007,8.2,68,7,1.11,63699
2011,6.2,50,1,1.1,58383
2004,7.7,61,7,1.08,321223
2010,7.3,83,6,1.04,50628
1995,7.7,62,7,1.04,81471
2010,7,65,7,1.03,135466
2011,6.6,75,1,1.02,91422
2013,8,82,7,1.01,69737
2013,6.9,61,13,1.01,135366
2005,7.1,58,6,1.01,144086
2014,6.8,86,7,0.92,161308
2006,7.7,81,3,0.88,57892
2007,7.7,78,4,0.87,56513
2007,6.7,52,7,0.87,48458
2010,7.6,84,1,0.8,57045
2013,7,64,7,0.79,101905
2013,5.7,37,6,0.78,97642
2001,7.5,78,7,0.75,55577
2006,7,72,7,0.75,48167
2002,7.4,51,6,0.75,102099
2003,8.4,74,1,0.71,438781
2004,7.7,73,7,0.7,61764
2012,8.3,77,7,0.69,228628
2009,6.6,45,2,0.69,53488
2014,7,75,5,0.64,68061
2000,6.9,49,6,0.63,53219
2009,7.2,55,2,0.62,59908
1994,8.1,77,6,0.6,50017
2014,6.1,54,15,0.6,57168
2010,6.3,57,6,0.58,48237
1996,7.1,66,5,0.56,62438
2003,7.7,45,5,0.55,62259
1951,7.9,91,2,0.54,64934
2011,6.8,43,1,0.54,58913
1995,8,76,3,0.52,110729
1997,7.3,61,7,0.5,185088
2001,7.3,68,1,0.49,66263
2010,7.3,76,5,0.47,77848
1949,8.2,97,10,0.45,138067
2006,6.6,66,2,0.44,127525
2004,6.9,68,7,0.42,87045
2009,6.6,49,7,0.4,102548
2001,6.5,58,11,0.38,48822
2009,7.3,81,7,0.37,53668
2013,6.1,71,5,0.34,52508
2009,7.3,69,7,0.34,57297
2005,7.5,55,6,0.34,131154
2006,7.7,86,6,0.33,107934
2013,6.7,60,7,0.33,74845
2014,7.4,57,7,0.33,100227
2014,6.7,76,13,0.32,79641
2006,7.3,62,5,0.32,50397
2010,6.8,50,1,0.32,69155
2010,7.3,68,5,0.3,64515
2001,6.7,42,5,0.29,48305
1964,8.4,96,5,0.28,401641
1954,8.7,98,2,0.27,272331
2013,7.1,77,6,0.26,56249
1998,8.1,58,7,0.26,49978
2010,7,61,7,0.25,61928
2010,6.4,63,7,0.24,83065
1992,7.5,54,5,0.24,85006
2010,6.2,43,7,0.24,60652
2015,6.7,74,7,0.23,62461
2010,7.6,65,5,0.22,149527
2005,7.6,75,6,0.21,62511
2010,7.6,67,1,0.21,83776
1978,7.6,79,5,0.2,102208
1984,8,91,5,0.19,117304
2009,4.4,33,11,0.18,65935
2002,8.1,75,6,0.17,109277
1936,8.5,96,5,0.16,180581
2013,6.5,46,6,0.16,67885
2008,6.3,40,1,0.16,67984
2008,7.6,82,4,0.15,59388
2001,7.7,60,7,0.14,85784
2013,6.5,68,7,0.13,61508
2010,7.8,67,1,0.13,89710
2010,6.4,62,1,0.12,72179
2011,7.2,56,5,0.12,65029
2009,7.3,73,7,0.11,62863
2008,7.1,71,1,0.1,105972
2010,8.1,71,1,0.1,73546
2012,5.8,55,11,0.1,51529
2012,6.4,45,7,0.1,64999
1968,7.9,88,11,0.09,101955
2013,7.8,49,6,0.09,91331
2010,6.3,27,11,0.09,66031
2015,7.8,79,7,0.08,59926
2008,6.1,58,11,0.08,54029
2012,7.3,49,5,0.08,77136
2005,6.5,25,1,0.08,82305
2001,8.1,84,2,0.07,89426
2014,7.5,69,7,0.07,216206
2013,7.2,65,11,0.07,83735
2011,7.7,52,7,0.07,67407
1940,8.1,95,7,0.06,78390
1973,7.6,87,11,0.06,56733
2009,7.3,64,2,0.06,201694
1998,7.6,60,6,0.05,76374
2002,7.7,56,1,0.05,54334
2012,6.2,36,7,0.05,54132
2007,7.2,68,11,0.04,50548
2009,6.3,61,5,0.04,59780
2008,7.5,58,6,0.04,71399
2015,4.9,53,7,0.04,64888
2011,6.8,44,5,0.04,71206
2001,7.1,63,1,0.03,132413
2013,7.1,56,5,0.03,90214
2009,6.5,52,11,0.03,62329
1999,7.8,44,1,0.03,213607
2013,6.2,43,1,0.03,59563
2009,6,61,2,0.02,50281
2012,6.9,55,5,0.02,60948
2006,7.2,54,5,0.02,78410
2014,6.4,45,5,0.02,58291
2014,6.2,31,7,0.02,47835
1950,8.3,98,7,0.01,102991
2003,8.1,82,1,0.01,94423
2008,6.8,65,11,0.01,67894
2014,7.2,44,5,0.01,97301
2007,8.1,33,1,0.01,90458
2009,7.9,63,7,0,189576
2011,7.1,55,7,0,49655
